"","Wavelength..nm.","Intensity","X","Y"
"1420",669.938335046249,208.711433756806,669.938335046249,208.711433756806
"1419",670.195272353546,208.711433756806,670.195272353546,208.711433756806
"1418",670.452209660843,208.711433756806,670.452209660843,208.711433756806
"1417",670.70914696814,199.637023593466,670.70914696814,199.637023593466
"1416",670.966084275437,199.637023593466,670.966084275437,199.637023593466
"1415",671.223021582734,199.637023593466,671.223021582734,199.637023593466
"1414",671.479958890031,199.637023593466,671.479958890031,199.637023593466
"1413",671.736896197328,190.562613430127,671.736896197328,190.562613430127
"1412",671.993833504625,190.562613430127,671.993833504625,190.562613430127
"1411",672.250770811922,190.562613430127,672.250770811922,190.562613430127
"1410",672.507708119219,190.562613430127,672.507708119219,190.562613430127
"1409",672.764645426516,190.562613430127,672.764645426516,190.562613430127
"1408",673.021582733813,190.562613430127,673.021582733813,190.562613430127
"1407",673.27852004111,181.488203266788,673.27852004111,181.488203266788
"1406",673.535457348407,181.488203266788,673.535457348407,181.488203266788
"1405",673.792394655704,172.413793103448,673.792394655704,172.413793103448
"1404",674.049331963001,172.413793103448,674.049331963001,172.413793103448
"1403",674.306269270298,163.339382940109,674.306269270298,163.339382940109
"1402",674.563206577595,163.339382940109,674.563206577595,163.339382940109
"1401",674.820143884892,163.339382940109,674.820143884892,163.339382940109
"1400",675.077081192189,154.26497277677,675.077081192189,154.26497277677
"1399",675.334018499486,154.26497277677,675.334018499486,154.26497277677
"1398",675.590955806783,145.19056261343,675.590955806783,145.19056261343
"1397",675.84789311408,136.116152450091,675.84789311408,136.116152450091
"1396",676.104830421377,136.116152450091,676.104830421377,136.116152450091
"1395",676.361767728674,127.041742286751,676.361767728674,127.041742286751
"1394",676.618705035971,127.041742286751,676.618705035971,127.041742286751
"1370",682.7852004111,127.041742286751,682.7852004111,127.041742286751
"1369",683.042137718397,127.041742286751,683.042137718397,127.041742286751
"1368",683.299075025694,127.041742286751,683.299075025694,127.041742286751
"1367",683.556012332991,136.116152450091,683.556012332991,136.116152450091
"1366",683.812949640288,136.116152450091,683.812949640288,136.116152450091
"1365",684.069886947585,136.116152450091,684.069886947585,136.116152450091
"1364",684.326824254882,136.116152450091,684.326824254882,136.116152450091
"1363",684.583761562179,145.19056261343,684.583761562179,145.19056261343
"1362",684.840698869476,145.19056261343,684.840698869476,145.19056261343
"1361",685.097636176773,154.26497277677,685.097636176773,154.26497277677
"1360",685.35457348407,154.26497277677,685.35457348407,154.26497277677
"1359",685.611510791367,154.26497277677,685.611510791367,154.26497277677
"1358",685.868448098664,154.26497277677,685.868448098664,154.26497277677
"1357",686.125385405961,154.26497277677,686.125385405961,154.26497277677
"1356",686.382322713258,154.26497277677,686.382322713258,154.26497277677
"1355",686.639260020555,145.19056261343,686.639260020555,145.19056261343
"1354",686.896197327852,145.19056261343,686.896197327852,145.19056261343
"1353",687.153134635149,145.19056261343,687.153134635149,145.19056261343
"1352",687.410071942446,136.116152450091,687.410071942446,136.116152450091
"1351",687.667009249743,136.116152450091,687.667009249743,136.116152450091
"1350",687.92394655704,136.116152450091,687.92394655704,136.116152450091
"1349",688.180883864337,136.116152450091,688.180883864337,136.116152450091
"1348",688.437821171634,136.116152450091,688.437821171634,136.116152450091
"1347",688.694758478931,127.041742286751,688.694758478931,127.041742286751
"1346",688.951695786228,127.041742286751,688.951695786228,127.041742286751
